route_id,route_name,stop_sequence,stop_id,stop_name,lat,lng
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,12,S0047,Tinkune (Kirtipur side),27.676654,85.283543
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,13,S0221,Naya Bazar,27.677149,85.28139
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,14,S0084,Panga Dobato,27.674758,85.280408
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,15,S0085,Nagaon Dobato,27.674795,85.277757
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,16,S0048,Bhatkepati,27.665215,85.254394
R3020244,Attrekhle-Purano Buspark,1,S0198,Purano Bus Park,27.703654,85.316517
R3020244,Attrekhle-Purano Buspark,2,S0086,Tourism Board Stop,27.702332,85.3168
R3020244,Attrekhle-Purano Buspark,3,S0088,Bhadrakali,27.699352,85.317713
R3020244,Attrekhle-Purano Buspark,4,S0036,Singha Durbar West Stop,27.69659,85.321228
R3020244,Attrekhle-Purano Buspark,5,S0097,Maitighar,27.693965,85.320962
R3020244,Attrekhle-Purano Buspark,6,S0028,Babarmahal,27.692579,85.323905
R3020244,Attrekhle-Purano Buspark,7,S0099,Babarmahal Stop West,27.692337,85.3244
R3020244,Attrekhle-Purano Buspark,8,S0034,Buddhanagar Stop,27.68933,85.331039
R3020244,Attrekhle-Purano Buspark,9,S0062,Babarmahal Stop East,27.69032,85.328762
R3020244,Attrekhle-Purano Buspark,10,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R3020244,Attrekhle-Purano Buspark,11,S0029,Minbhawan,27.6877,85.338462
R3020244,Attrekhle-Purano Buspark,12,S0127,Shantinagar Stop,27.687086,85.341372
R3020244,Attrekhle-Purano Buspark,13,S0017,Tinkune Stop,27.6835,85.3486
R3020244,Attrekhle-Purano Buspark,14,S0203,Tinkune Subidhanagar,27.686056,85.345662
R3020244,Attrekhle-Purano Buspark,15,S0053,Gairigaun Stop,27.687275,85.35056
R3020244,Attrekhle-Purano Buspark,16,S0139,Sinamangal/Ring Road Stop सिनामंगल,27.6983,85.3533
R3020244,Attrekhle-Purano Buspark,17,S0070,Airport Bus Station,27.700728,85.353666
R3020244,Attrekhle-Purano Buspark,18,S0071,पिङ्गलस्थान,27.70581,85.347131
R3020244,Attrekhle-Purano Buspark,19,S0204,Gaushala Chowk Stop,27.7082,85.3485
R3020244,Attrekhle-Purano Buspark,20,S0052,JayaBageshwari Stop,27.711989,85.344999
R3020244,Attrekhle-Purano Buspark,21,S0195,Chabahil चाबाहील,27.717,85.3465
R3020244,Attrekhle-Purano Buspark,22,S0172,Hyatt Regency,27.7194,85.354109
R3020244,Attrekhle-Purano Buspark,23,S0026,Boudha,27.72072,85.36176
R3020244,Attrekhle-Purano Buspark,24,S0135,Jorpati,27.721763,85.372632
R3020244,Attrekhle-Purano Buspark,25,S0125,Attarkhel,27.734548,85.382452
R3028077,Balaju-Ratnapark,1,S0113,Balaju,27.7275,85.3005
R3028077,Balaju-Ratnapark,2,S0177,Balaju Chowk Bus Stop,27.726165,85.304975
R3028077,Balaju-Ratnapark,3,S0079,Sorhakhutte,27.718967,85.309619
R3028077,Balaju-Ratnapark,4,S0003,Shobhabhagwati,27.718204,85.312138
R3028077,Balaju-Ratnapark,5,S0207,ASCOL Stop,27.71738,85.314811
R3028077,Balaju-Ratnapark,6,S0193,Lainchour Chowk Bus Stop,27.717048,85.316046
R3028077,Balaju-Ratnapark,7,S0152,Jamal,27.708829,85.315292
R3028077,Balaju-Ratnapark,8,S0166,Kantipath,27.708912,85.314607
R3028077,Balaju-Ratnapark,9,S0137,Ghantaghar (घण्टाघर) stop,27.708043,85.317116
R3028077,Balaju-Ratnapark,10,S0013,Ratna Park,27.706705,85.315249
R3068536,Kalanki- Lagankhel,1,S0130,Kalanki,27.6938,85.2818
R3068536,Kalanki- Lagankhel,2,S0345,Khasi Bazaar,27.6895,85.2845
R3068536,Kalanki- Lagankhel,3,S0230,Balkhu,27.6823,85.2985
R3068536,Kalanki- Lagankhel,4,S0233,Balkhu Stop,27.684798,85.298592
R3068536,Kalanki- Lagankhel,5,S0189,Sanepa height,27.674468,85.302217
R3068536,Kalanki- Lagankhel,6,S0106,Nakhu Stop,27.668972,85.306293
R3068536,Kalanki- Lagankhel,7,S0214,Ekantakuna,27.6667865,85.308215
R3068536,Kalanki- Lagankhel,8,S0011,Satdobato Chowk Stop,27.6656,85.3283
R3068536,Kalanki- Lagankhel,9,S0219,Lagankhel,27.662461,85.323946
R3070257,kalanki-Balkumari,1,S0130,Kalanki,27.6938,85.2818
R3070257,kalanki-Balkumari,2,S0023,Kalimati,27.69843,85.29944
R3070257,kalanki-Balkumari,3,S0056,Tripureshwor,27.694418,85.314128
R3070257,kalanki-Balkumari,4,S0185,Thapathali,27.691767,85.318016
R3070257,kalanki-Balkumari,5,S0132,Maitighar Stop--South,27.694112,85.319308
R3070257,kalanki-Balkumari,6,S0097,Maitighar,27.693965,85.320962
R3070257,kalanki-Balkumari,7,S0028,Babarmahal,27.692579,85.323905
R3070257,kalanki-Balkumari,8,S0099,Babarmahal Stop West,27.692337,85.3244
R3070257,kalanki-Balkumari,9,S0034,Buddhanagar Stop,27.68933,85.331039
R3070257,kalanki-Balkumari,10,S0062,Babarmahal Stop East,27.69032,85.328762
R3070257,kalanki-Balkumari,11,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R3070257,kalanki-Balkumari,12,S0029,Minbhawan,27.6877,85.338462
R3070257,kalanki-Balkumari,13,S0127,Shantinagar Stop,27.687086,85.341372
R3070257,kalanki-Balkumari,14,S0017,Tinkune Stop,27.6835,85.3486
R3070257,kalanki-Balkumari,15,S0203,Tinkune Subidhanagar,27.686056,85.345662
R3070257,kalanki-Balkumari,16,S0107,Koteshwor Stop,27.6802001,85.3494489
R3070257,kalanki-Balkumari,17,S0024,Balkumari Stop,27.6763,85.3395
R3070257,kalanki-Balkumari,18,S0220,Balkumari Bridge Stop,27.673762,85.342508
R3070262,Kalanki-Pepsacola,1,S0130,Kalanki,27.6938,85.2818
R3070262,Kalanki-Pepsacola,2,S0023,Kalimati,27.69843,85.29944
R3070262,Kalanki-Pepsacola,3,S0056,Tripureshwor,27.694418,85.314128
R3070262,Kalanki-Pepsacola,4,S0185,Thapathali,27.691767,85.318016
R3070262,Kalanki-Pepsacola,5,S0132,Maitighar Stop--South,27.694112,85.319308
R3070262,Kalanki-Pepsacola,6,S0097,Maitighar,27.693965,85.320962
R3070262,Kalanki-Pepsacola,7,S0028,Babarmahal,27.692579,85.323905
R3070262,Kalanki-Pepsacola,8,S0099,Babarmahal Stop West,27.692337,85.3244
R3070262,Kalanki-Pepsacola,9,S0034,Buddhanagar Stop,27.68933,85.331039
R3070262,Kalanki-Pepsacola,10,S0062,Babarmahal Stop East,27.69032,85.328762
R3070262,Kalanki-Pepsacola,11,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R3070262,Kalanki-Pepsacola,12,S0029,Minbhawan,27.6877,85.338462
R3070262,Kalanki-Pepsacola,13,S0127,Shantinagar Stop,27.687086,85.341372
R3070262,Kalanki-Pepsacola,14,S0017,Tinkune Stop,27.6835,85.3486
R3070262,Kalanki-Pepsacola,15,S0203,Tinkune Subidhanagar,27.686056,85.345662
R3070262,Kalanki-Pepsacola,16,S0107,Koteshwor Stop,27.6802001,85.3494489
R3070262,Kalanki-Pepsacola,17,S0159,Jadibuti,27.675459,85.3516
R3070262,Kalanki-Pepsacola,18,S0156,Pepsi Cola Chowk,27.689209,85.360354
R3070344,Kausaltar-Naikap,1,S0054,Nikap,27.686091,85.26229
R3070344,Kausaltar-Naikap,2,S0130,Kalanki,27.6938,85.2818
R3070344,Kausaltar-Naikap,3,S0023,Kalimati,27.69843,85.29944
R3070344,Kausaltar-Naikap,4,S0056,Tripureshwor,27.694418,85.314128
R3070344,Kausaltar-Naikap,5,S0185,Thapathali,27.691767,85.318016
R3070344,Kausaltar-Naikap,6,S0132,Maitighar Stop--South,27.694112,85.319308
R3070344,Kausaltar-Naikap,7,S0097,Maitighar,27.693965,85.320962
R3070344,Kausaltar-Naikap,8,S0028,Babarmahal,27.692579,85.323905
R3070344,Kausaltar-Naikap,9,S0099,Babarmahal Stop West,27.692337,85.3244
R3070344,Kausaltar-Naikap,10,S0034,Buddhanagar Stop,27.68933,85.331039
R3070344,Kausaltar-Naikap,11,S0062,Babarmahal Stop East,27.69032,85.328762
R3070344,Kausaltar-Naikap,12,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R3070344,Kausaltar-Naikap,13,S0029,Minbhawan,27.6877,85.338462
R3070344,Kausaltar-Naikap,14,S0127,Shantinagar Stop,27.687086,85.341372
R3070344,Kausaltar-Naikap,15,S0017,Tinkune Stop,27.6835,85.3486
R3070344,Kausaltar-Naikap,16,S0203,Tinkune Subidhanagar,27.686056,85.345662
R3070344,Kausaltar-Naikap,17,S0107,Koteshwor Stop,27.6802001,85.3494489
R3070344,Kausaltar-Naikap,18,S0159,Jadibuti,27.675459,85.3516
R3070344,Kausaltar-Naikap,19,S0022,Lokanthali North,27.674829,85.359862
R3070344,Kausaltar-Naikap,20,S0004,Kaushaltar,27.674541,85.364349
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,1,S0140,Gokarna Bus Stop,27.740306,85.39072
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,2,S0125,Attarkhel,27.734548,85.382452
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,3,S0135,Jorpati,27.721763,85.372632
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,4,S0026,Boudha,27.72072,85.36176
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,5,S0172,Hyatt Regency,27.7194,85.354109
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,6,S0195,Chabahil चाबाहील,27.717,85.3465
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,7,S0134,Gopi Krishna Stop,27.720629,85.346099
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,8,S0217,Sukedhara Stop,27.7245,85.3438
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,9,S0118,Dhumbarahi,27.731787,85.344365
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,10,S0109,Chapal Karkhana stop,27.734807,85.342234
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,11,S0030,Chakrapath Stop-- South,27.739835,85.336915
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,12,S0044,Narayan Gopal Chowk,27.740022,85.337201
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,13,S0065,Basundhara,27.7378,85.3215
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,14,S0187,Samakhusi Stop,27.7335,85.3125
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,15,S0169,Gongabu Chowk,27.734978,85.314447
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,16,S0174,Naya Bus Park,27.7303,85.3082
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,17,S0113,Balaju,27.7275,85.3005
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,18,S0212,Banasthali,27.72483,85.297605
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,19,S0228,Dhungedhara,27.72341,85.294675
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,20,S0162,Thulo Bharang Stop,27.719748,85.287051
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,21,S0090,Sitapaila Stop,27.7086,85.2868
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,22,S0130,Kalanki,27.6938,85.2818
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",1,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",2,S0029,Minbhawan,27.6877,85.338462
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",3,S0127,Shantinagar Stop,27.687086,85.341372
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",4,S0017,Tinkune Stop,27.6835,85.3486
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",5,S0203,Tinkune Subidhanagar,27.686056,85.345662
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",6,S0107,Koteshwor Stop,27.6802001,85.3494489
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",7,S0024,Balkumari Stop,27.6763,85.3395
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",8,S0220,Balkumari Bridge Stop,27.673762,85.342508
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",9,S0020,Gwarko Chowk Stop,27.6705,85.334
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",10,S0182,B & B Hospital/KCM Stop,27.664221,85.330151
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",11,S0011,Satdobato Chowk Stop,27.6656,85.3283
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",12,S0219,Lagankhel,27.662461,85.323946
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",13,S0194,Batuk Bhairav,27.664475,85.324003
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",14,S0112,Lagankhel Stop,27.6668,85.3219
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",15,S0223,Lalitpur Industrial Estate,27.667312,85.322256
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",16,S0155,Patan Hospital,27.668489,85.321642
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",17,S0213,Kumaripati,27.67084,85.320098
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",18,S0103,Jawlakhel Stop,27.672577,85.314174
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",19,S0116,Damkal,27.675796,85.315747
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",20,S0142,UN Stop,27.678104,85.316327
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",21,S0168,Jwagal,27.685593,85.318106
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",22,S0063,Kupondole stop,27.688005,85.316248
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",23,S0185,Thapathali,27.691767,85.318016
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",24,S0132,Maitighar Stop--South,27.694112,85.319308
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",25,S0097,Maitighar,27.693965,85.320962
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",26,S0028,Babarmahal,27.692579,85.323905
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",27,S0099,Babarmahal Stop West,27.692337,85.3244
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",28,S0034,Buddhanagar Stop,27.68933,85.331039
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",29,S0062,Babarmahal Stop East,27.69032,85.328762
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,1,S0232,Matatirtha Stop,27.680577,85.232858
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,2,S0008,Sataungal,27.686988,85.2506
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,3,S0054,Nikap,27.686091,85.26229
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,4,S0130,Kalanki,27.6938,85.2818
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,5,S0023,Kalimati,27.69843,85.29944
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,6,S0056,Tripureshwor,27.694418,85.314128
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,7,S0185,Thapathali,27.691767,85.318016
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,8,S0132,Maitighar Stop--South,27.694112,85.319308
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,9,S0036,Singha Durbar West Stop,27.69659,85.321228
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,10,S0102,New Plaza Stop,27.700951,85.322918
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,11,S0005,Putalisadak Stop,27.70569,85.322552
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,12,S0042,Kamaladi Road (कमलादी) stop,27.707997,85.321282
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,13,S0094,Krishna Pauroti Stop,27.710369,85.322281
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,14,S0210,Ciy Center Stop,27.709819,85.326984
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,15,S0083,Gyaneshwor Chowk,27.708687,85.331826
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,16,S0045,Ratopul,27.708117,85.336428
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,17,S0204,Gaushala Chowk Stop,27.7082,85.3485
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,18,S0052,JayaBageshwari Stop,27.711989,85.344999
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,19,S0195,Chabahil चाबाहील,27.717,85.3465
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,20,S0134,Gopi Krishna Stop,27.720629,85.346099
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,21,S0078,Saat Tale Chowk,27.726959,85.350484
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,22,S0002,Kapan Stop,27.729418,85.354064
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,1,S0002,Kapan Stop,27.729418,85.354064
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,2,S0078,Saat Tale Chowk,27.726959,85.350484
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,3,S0134,Gopi Krishna Stop,27.720629,85.346099
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,4,S0195,Chabahil चाबाहील,27.717,85.3465
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,5,S0052,JayaBageshwari Stop,27.711989,85.344999
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,6,S0204,Gaushala Chowk Stop,27.7082,85.3485
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,7,S0222,Old Baneshwor,27.70152,85.340204
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,8,S0035,Maiti Devi chowk,27.703944,85.332682
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,9,S0055,Dillibazaar stop,27.70537,85.326759
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,10,S0005,Putalisadak Stop,27.70569,85.322552
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,11,S0031,Bagbazar Stop,27.705828,85.317204
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,12,S0013,Ratna Park,27.706705,85.315249
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,1,S0219,Lagankhel,27.662461,85.323946
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,2,S0194,Batuk Bhairav,27.664475,85.324003
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,3,S0112,Lagankhel Stop,27.6668,85.3219
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,4,S0223,Lalitpur Industrial Estate,27.667312,85.322256
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,5,S0011,Satdobato Chowk Stop,27.6656,85.3283
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,6,S0101,MAV School,27.657068,85.326288
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,7,S0138,Khumaltar Stop,27.65382,85.329107
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,8,S0032,Dhapakhel Stop,27.628084,85.327973
R3102120,Lagankhel-Lamatar,1,S0112,Lagankhel Stop,27.6668,85.3219
R3102120,Lagankhel-Lamatar,2,S0223,Lalitpur Industrial Estate,27.667312,85.322256
R3102120,Lagankhel-Lamatar,3,S0020,Gwarko Chowk Stop,27.6705,85.334
R3102120,Lagankhel-Lamatar,4,S0104,Lubhu Bus Stop,27.642901,85.373398
R3102120,Lagankhel-Lamatar,5,S0200,Lamatar,27.628007,85.395369
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,1,S0100,RNAC stop,27.70221,85.313638
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,2,S0171,Bir Hospital,27.705723,85.314074
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,3,S0166,Kantipath,27.708912,85.314607
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,4,S0152,Jamal,27.708829,85.315292
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,5,S0193,Lainchour Chowk Bus Stop,27.717048,85.316046
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,6,S0087,Lainchaur stop,27.718757,85.317697
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,7,S0188,Gairidhara,27.717774,85.327892
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,8,S0051,Tangal,27.717202,85.330449
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,9,S0197,Police Headquarter Stop,27.716634,85.330214
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,10,S0105,Bhatbhatini Stop,27.719211,85.331082
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,11,S0093,Bishalnagar Stop,27.721954,85.335587
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,12,S0109,Chapal Karkhana stop,27.734807,85.342234
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,13,S0118,Dhumbarahi,27.731787,85.344365
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,14,S0072,Mandikhatar Stop,27.736293,85.347685
R3102319,Lagankhel-Tika Bhairab,1,S0112,Lagankhel Stop,27.6668,85.3219
R3102319,Lagankhel-Tika Bhairab,2,S0223,Lalitpur Industrial Estate,27.667312,85.322256
R3102319,Lagankhel-Tika Bhairab,3,S0103,Jawlakhel Stop,27.672577,85.314174
R3102319,Lagankhel-Tika Bhairab,4,S0214,Ekantakuna,27.6667865,85.308215
R3102319,Lagankhel-Tika Bhairab,5,S0179,Khokana,27.635969,85.300606
R3102319,Lagankhel-Tika Bhairab,6,S0129,Bungmati,27.62857,85.304032
R3102319,Lagankhel-Tika Bhairab,7,S0269,Tikabhairab Temple,27.5746276,85.3128817
R3102605,Swyambhu-Chakrapath parikrama,1,S0090,Sitapaila Stop,27.7086,85.2868
R3102605,Swyambhu-Chakrapath parikrama,2,S0211,Swayambhu Parikarma,27.7125,85.2862
R3102605,Swyambhu-Chakrapath parikrama,3,S0162,Thulo Bharang Stop,27.719748,85.287051
R3102605,Swyambhu-Chakrapath parikrama,4,S0228,Dhungedhara,27.72341,85.294675
R3102605,Swyambhu-Chakrapath parikrama,5,S0212,Banasthali,27.72483,85.297605
R3102605,Swyambhu-Chakrapath parikrama,6,S0113,Balaju,27.7275,85.3005
R3102605,Swyambhu-Chakrapath parikrama,7,S0174,Naya Bus Park,27.7303,85.3082
R3102605,Swyambhu-Chakrapath parikrama,8,S0169,Gongabu Chowk,27.734978,85.314447
R3102605,Swyambhu-Chakrapath parikrama,9,S0187,Samakhusi Stop,27.7335,85.3125
R3102605,Swyambhu-Chakrapath parikrama,10,S0065,Basundhara,27.7378,85.3215
R3102605,Swyambhu-Chakrapath parikrama,11,S0030,Chakrapath Stop-- South,27.739835,85.336915
R3102605,Swyambhu-Chakrapath parikrama,12,S0044,Narayan Gopal Chowk,27.740022,85.337201
R3102605,Swyambhu-Chakrapath parikrama,13,S0109,Chapal Karkhana stop,27.734807,85.342234
R3102605,Swyambhu-Chakrapath parikrama,14,S0118,Dhumbarahi,27.731787,85.344365
R3102605,Swyambhu-Chakrapath parikrama,15,S0217,Sukedhara Stop,27.7245,85.3438
R3102605,Swyambhu-Chakrapath parikrama,16,S0134,Gopi Krishna Stop,27.720629,85.346099
R3102605,Swyambhu-Chakrapath parikrama,17,S0195,Chabahil चाबाहील,27.717,85.3465
R3102605,Swyambhu-Chakrapath parikrama,18,S0052,JayaBageshwari Stop,27.711989,85.344999
R3102605,Swyambhu-Chakrapath parikrama,19,S0204,Gaushala Chowk Stop,27.7082,85.3485
R3102605,Swyambhu-Chakrapath parikrama,20,S0071,पिङ्गलस्थान,27.70581,85.347131
R3102605,Swyambhu-Chakrapath parikrama,21,S0070,Airport Bus Station,27.700728,85.353666
R3102605,Swyambhu-Chakrapath parikrama,22,S0139,Sinamangal/Ring Road Stop सिनामंगल,27.6983,85.3533
R3102605,Swyambhu-Chakrapath parikrama,23,S0053,Gairigaun Stop,27.687275,85.35056
R3102605,Swyambhu-Chakrapath parikrama,24,S0107,Koteshwor Stop,27.6802001,85.3494489
R3102605,Swyambhu-Chakrapath parikrama,25,S0024,Balkumari Stop,27.6763,85.3395
