route_id,stop_id,sequence_no,stop_name
R2989027,S0099,31,Babarmahal Stop West
R2989027,S0097,32,Maitighar
R2989027,S0036,33,Singha Durbar West Stop
R2989027,S0102,34,New Plaza Stop
R2989027,S0005,35,Putalisadak Stop
R2989027,S0206,36,Putalisadak chowk
R2989027,S0031,37,Bagbazar Stop
R2989036,S0198,1,Purano Bus Park
R2989036,S0086,2,Tourism Board Stop
R2989036,S0088,3,Bhadrakali
R2989036,S0036,4,Singha Durbar West Stop
R2989036,S0097,5,Maitighar
R2989036,S0028,6,Babarmahal
R2989036,S0099,6,Babarmahal Stop West
R2989036,S0034,8,Buddhanagar Stop
R2989036,S0069,8,Naya Baneshwor Tampoo Station
R2989036,S0062,9,Babarmahal Stop East
R2989036,S0029,9,Minbhawan
R2989036,S0034,10,Buddhanagar Stop
R2989036,S0127,10,Shantinagar Stop
R2989036,S0017,11,Tinkune Stop
R2989036,S0074,12,नयाँ बानेश्वर
R2989036,S0053,12,Gairigaun Stop
R2989036,S0114,13,Baneshwor Bus Station
R2989036,S0139,13,Sinamangal/Ring Road Stop सिनामंगल
R2989036,S0070,14,Airport Bus Station
R2989036,S0071,15,पिङ्गलस्थान
R2989036,S0204,16,Gaushala Chowk Stop
R2989036,S0203,17,Tinkune Subidhanagar
R2989036,S0052,17,JayaBageshwari Stop
R2989036,S0195,18,Chabahil चाबाहील
R2989036,S0172,19,Hyatt Regency
R2989036,S0026,20,Boudha
R2989036,S0135,21,Jorpati
R2989052,S0198,1,Purano Bus Park
R2989052,S0086,2,Tourism Board Stop
R2989052,S0067,3,Shahid Gate
R2989052,S0076,4,Sundhara Stop
R2989052,S0056,5,Tripureshwor
R2989052,S0185,6,Thapathali
R2989052,S0132,7,Maitighar Stop--South
R2989052,S0097,8,Maitighar
R2989052,S0028,9,Babarmahal
R2989052,S0099,10,Babarmahal Stop West
R2989052,S0034,11,Buddhanagar Stop
R2989052,S0062,12,Babarmahal Stop East
R2989052,S0034,13,Buddhanagar Stop
R2989052,S0069,14,Naya Baneshwor Tampoo Station
R2989052,S0074,15,नयाँ बानेश्वर
R2989052,S0114,16,Baneshwor Bus Station
R2989052,S0029,17,Minbhawan
R2989052,S0127,18,Shantinagar Stop
R2989052,S0017,19,Tinkune Stop
R2989052,S0203,20,Tinkune Subidhanagar
R2989052,S0107,21,Koteshwor Stop
R2989052,S0159,22,Jadibuti
R2989052,S0215,23,Jadibuti Stop
R2989052,S0159,24,Jadibuti
R2989052,S0022,25,Lokanthali North
R2989052,S0004,26,Kaushaltar
R2989052,S0092,27,Gathaghar
R2989052,S0007,28,Chardobato
R2989052,S0021,29,Thimi
R2989052,S0147,30,Radhe Radhe
R2989052,S0080,31,Srijana nagar
R2989052,S0202,32,Srijananagar
R2989052,S0098,33,Tinkune Bhaktapur
R2989052,S0095,34,Sallaghari Stop
R2989052,S0122,35,Chunudevi
R2989052,S0019,36,Barahi Movies
R2989052,S0229,37,Chundevi Bus Stop (Chunudevi)
R2989052,S0089,38,Suryabinayek
R2989052,S0178,39,Adarsha
R2989052,S0190,40,Jagati
R2989052,S0145,41,Chyamasingh
R2989074,S0146,1,Sakhu Stop
R2989074,S0371,2,Bramhakhel
R2989074,S0370,3,Danchhi
R2989074,S0369,4,Thali
R2989074,S0135,5,Jorpati
R2989074,S0026,6,Boudha
R2989074,S0172,7,Hyatt Regency
R2989074,S0195,8,Chabahil चाबाहील
R2989074,S0052,9,JayaBageshwari Stop
R2989074,S0204,10,Gaushala Chowk Stop
R2989074,S0222,11,Old Baneshwor
R2989074,S0035,12,Maiti Devi chowk
R2989074,S0055,13,Dillibazaar stop
R2989074,S0005,14,Putalisadak Stop
R2989074,S0031,14,Bagbazar Stop
R2989074,S0206,15,Putalisadak chowk
R2989074,S0198,15,Purano Bus Park
R2989075,S0135,1,Jorpati
R2989075,S0026,2,Boudha
R2989075,S0172,3,Hyatt Regency
R2989075,S0195,4,Chabahil चाबाहील
R2989075,S0052,5,JayaBageshwari Stop
R2989075,S0204,6,Gaushala Chowk Stop
R2989075,S0222,7,Old Baneshwor
R2989075,S0035,8,Maiti Devi chowk
R2989075,S0055,9,Dillibazaar stop
R2989075,S0005,10,Putalisadak Stop
R2989075,S0031,10,Bagbazar Stop
R2989075,S0206,11,Putalisadak chowk
R2989075,S0198,11,Purano Bus Park
R3014451,S0161,1,Bhaktapur Bus Park
R3014451,S0081,2,Bhaktapur Hospital Stop
R3014451,S0319,3,Siddhapokhari
R3014451,S0014,4,Sallaghari North
R3014451,S0080,5,Srijana nagar
R3014451,S0147,6,Radhe Radhe
R3014451,S0057,7,Nikosera
R3014451,S0322,8,Nagadesh
R3014451,S0323,9,Purano Thimi / Siddhikali Chowk
R3014451,S0324,9,Balkumari Thimi
R3014451,S0325,10,Gatthaghar
R3014451,S0150,10,Baakha Bazaar
R3014451,S0326,11,Kausaltar
R3014451,S0181,11,SanoThimi
R3014451,S0312,12,Lokanthali South
R3014451,S0156,12,Pepsi Cola Chowk
R3014451,S0159,13,Jadibuti
R3014451,S0203,15,Tinkune Subidhanagar
R3014451,S0304,17,Naya Baneshwor Chowk
R3014451,S0215,18,Jadibuti Stop
R3014451,S0159,19,Jadibuti
R3014451,S0062,19,Babarmahal Stop East
R3014451,S0107,20,Koteshwor Stop
R3014451,S0097,20,Maitighar
R3014451,S0017,21,Tinkune Stop
R3014451,S0102,21,New Plaza Stop
R3014451,S0031,22,Bagbazar Stop
R3014451,S0127,23,Shantinagar Stop
R3014451,S0005,23,Putalisadak Stop
R3014451,S0029,24,Minbhawan
R3014451,S0013,24,Ratna Park
R3014451,S0114,25,Baneshwor Bus Station
R3014451,S0074,26,नयाँ बानेश्वर
R3014451,S0034,27,Buddhanagar Stop
R3014451,S0015,29,Hanumanthan Stop
R3014451,S0034,31,Buddhanagar Stop
R3014451,S0028,32,Babarmahal
R3014451,S0099,33,Babarmahal Stop West
R3014451,S0036,35,Singha Durbar West Stop
R3014451,S0206,38,Putalisadak chowk
R3014451,S0278,39,"N.A.Bh (Nepal Army Headquarters, Bhadrakali)"
R3020174,S0198,1,Purano Bus Park
R3020174,S0137,2,Ghantaghar (घण्टाघर) stop
R3020174,S0094,3,Krishna Pauroti Stop
R3020174,S0042,3,Kamaladi Road (कमलादी) stop
R3020174,S0005,5,Putalisadak Stop
R3020174,S0035,5,Maiti Devi chowk
R3020174,S0206,6,Putalisadak chowk
R3020174,S0222,6,Old Baneshwor
R3020174,S0055,7,Dillibazaar stop
R3020174,S0016,7,Bhimsengola stop
R3020174,S0148,8,Sinamangal
R3020174,S0027,9,KMC stop
R3020174,S0139,10,Sinamangal/Ring Road Stop सिनामंगल
R3020174,S0053,11,Gairigaun Stop
R3020174,S0107,12,Koteshwor Stop
R3020174,S0156,14,Pepsi Cola Chowk
R3020174,S0120,15,Gothatar
R3020174,S0215,16,Jadibuti Stop
R3020174,S0159,17,Jadibuti
R3020212,S0009,1,Dhokashi
R3020212,S0443,2,Dhokashi - Chobhar Gate Link
R3020212,S0073,3,Chobhar Gate
R3020212,S0049,4,Naya Bato
R3020212,S0043,5,TU Gate
R3020212,S0225,6,Kumari Club
R3020212,S0230,7,Balkhu
R3020212,S0233,8,Balkhu Stop
R3020212,S0023,9,Kalimati
R3020212,S0056,10,Tripureshwor
R3020212,S0067,11,Shahid Gate
R3020212,S0076,12,Sundhara Stop
R3020212,S0171,13,Bir Hospital
R3020212,S0198,14,Ratnapark(purano bus park)
R3020213,S0198,1,Ratnapark(purano bus park)
R3020213,S0086,2,Tourism Board Stop
R3020213,S0088,3,Bhadrakali
R3020213,S0385,4,Unknown Stop
R3020213,S_396,5,TRIPURESHWOR
R3020213,S0023,6,Kalimati
R3020213,S0230,7,Balkhu
R3020213,S0225,8,Kumari Club
R3020213,S0043,9,TU Gate
R3020213,S0049,10,Naya Bato
R3020213,S0446,11,Naya Bato - Tinkune Link
R3020213,S0047,12,Tinkune (Kirtipur side)
R3020213,S0221,13,Naya Bazar
R3020213,S0084,14,Panga Dobato
R3020213,S0009,15,Dhokashi
R3020231,S0198,1,Ratnapark(purano bus park)
R3020231,S0086,2,Tourism Board Stop
R3020231,S0385,3,Unknown Stop
R3020231,S0056,4,Tripureshwor
R3020231,S0023,5,Kalimati
R3020231,S0230,6,Balkhu
R3020231,S0225,7,Kumari Club
R3020231,S0043,8,TU Gate
R3020231,S0049,9,Naya Bato
R3020231,S0446,10,Naya Bato - Tinkune Link
R3020231,S0047,11,Tinkune (Kirtipur side)
R3020231,S0221,12,Naya Bazar
R3020231,S0084,13,Panga Dobato
R3020231,S0085,14,Nagaon Dobato
R3020231,S0430,15,Nagaon Dobato - Bhatkepati Link 1
R3020231,S0431,16,Nagaon Dobato - Bhatkepati Link 2
R3020231,S0048,17,Bhatkepati
R3020244,S0198,1,Purano Bus Park
R3020244,S0086,2,Tourism Board Stop
R3020244,S0088,3,Bhadrakali
R3020244,S0036,4,Singha Durbar West Stop
R3020244,S0097,5,Maitighar
R3020244,S0028,6,Babarmahal
R3020244,S0099,7,Babarmahal Stop West
R3020244,S0069,8,Naya Baneshwor Tampoo Station
R3020244,S0034,9,Buddhanagar Stop
R3020244,S0029,10,Minbhawan
R3020244,S0062,11,Babarmahal Stop East
R3020244,S0127,12,Shantinagar Stop
R3020244,S0034,13,Buddhanagar Stop
R3020244,S0203,14,Tinkune Subidhanagar
R3020244,S0053,15,Gairigaun Stop
R3020244,S0074,16,नयाँ बानेश्वर
R3020244,S0139,17,Sinamangal/Ring Road Stop सिनामंगल
R3020244,S0114,18,Baneshwor Bus Station
R3020244,S0070,19,Airport Bus Station
R3020244,S0071,20,पिङ्गलस्थान
R3020244,S0204,21,Gaushala Chowk Stop
R3020244,S0017,22,Tinkune Stop
R3020244,S0052,23,JayaBageshwari Stop
R3020244,S0195,24,Chabahil चाबाहील
R3020244,S0172,25,Hyatt Regency
R3020244,S0026,26,Boudha
R3020244,S0135,27,Jorpati
R3020244,S0436,28,Jorpati - Attarkhel Link
R3020244,S0125,29,Attarkhel
R3028077,S0113,1,Balaju
R3028077,S0177,2,Balaju Chowk Bus Stop
R3028077,S0445,3,Balaju Chowk Bus Stop - Sorhakhutte Link
R3028077,S0079,4,Sorhakhutte
R3028077,S0003,5,Shobhabhagwati
R3028077,S0207,6,ASCOL Stop
R3028077,S_391,7,lainchaur chowk
R3028077,S0152,8,Jamal
R3028077,S0166,9,Kantipath
R3028077,S0137,10,Ghantaghar (घण्टाघर) stop
R3028077,S0013,11,Ratna Park
R3068536,S0130,1,Kalanki
R3068536,S0064,2,Khasibazaar
R3068536,S0230,3,Balkhu
R3068536,S0233,3,Balkhu Stop
R3068536,S0189,5,Sanepa height
R3068536,S0106,6,Nakhu Stop
R3068536,S0011,6,Satdobato Chowk Stop
R3068536,S0214,7,Ekantakuna
R3068536,S0219,7,Lagankhel
R3068548,S0219,1,Lagankhel
R3068548,S0011,2,Satdobato Chowk Stop
R3068548,S0214,3,Ekantakuna
R3068548,S0106,4,Nakhu Stop
R3068548,S0189,5,Sanepa height
R3068548,S0233,6,Balkhu Stop
R3068548,S0230,7,Balkhu
R3068548,S0064,8,Khasibazaar
R3068548,S0130,9,Kalanki
R3070257,S0130,1,Kalanki
R3070257,S0023,2,Kalimati
R3070257,S0056,3,Tripureshwor
R3070257,S0185,4,Thapathali
R3070257,S0132,5,Maitighar Stop--South
R3070257,S0097,5,Maitighar
R3070257,S0099,6,Babarmahal Stop West
R3070257,S0028,7,Babarmahal
R3070257,S0069,8,Naya Baneshwor Tampoo Station
R3070257,S0034,9,Buddhanagar Stop
R3070257,S0029,9,Minbhawan
R3070257,S0062,10,Babarmahal Stop East
R3070257,S0127,10,Shantinagar Stop
R3070257,S0034,11,Buddhanagar Stop
R3070257,S0017,11,Tinkune Stop
R3070257,S0107,12,Koteshwor Stop
R3070257,S0074,13,नयाँ बानेश्वर
R3070257,S0220,13,Balkumari Bridge Stop
R3070257,S0114,14,Baneshwor Bus Station
R3070257,S0203,18,Tinkune Subidhanagar
R3070257,S0024,20,Balkumari Stop
R3070262,S0130,1,Kalanki
R3070262,S0023,2,Kalimati
R3070262,S0056,3,Tripureshwor
R3070262,S0185,4,Thapathali
R3070262,S0132,5,Maitighar Stop--South
R3070262,S0099,5,Babarmahal Stop West
R3070262,S0097,6,Maitighar
R3070262,S0028,7,Babarmahal
R3070262,S0069,7,Naya Baneshwor Tampoo Station
R3070262,S0029,8,Minbhawan
R3070262,S0034,9,Buddhanagar Stop
R3070262,S0127,9,Shantinagar Stop
R3070262,S0062,10,Babarmahal Stop East
R3070262,S0017,10,Tinkune Stop
R3070262,S0034,11,Buddhanagar Stop
R3070262,S0107,11,Koteshwor Stop
R3070262,S0074,13,नयाँ बानेश्वर
R3070262,S0156,13,Pepsi Cola Chowk
R3070262,S0114,14,Baneshwor Bus Station
R3070262,S0203,18,Tinkune Subidhanagar
R3070262,S0159,20,Jadibuti
R3070262,S0215,21,Jadibuti Stop
R3070344,S0054,1,Nikap
R3070344,S0130,2,Kalanki
R3070344,S0023,3,Kalimati
R3070344,S0056,4,Tripureshwor
R3070344,S0185,5,Thapathali
R3070344,S0132,6,Maitighar Stop--South
R3070344,S0097,6,Maitighar
R3070344,S0099,7,Babarmahal Stop West
R3070344,S0028,8,Babarmahal
R3070344,S0069,9,Naya Baneshwor Tampoo Station
R3070344,S0034,10,Buddhanagar Stop
R3070344,S0029,10,Minbhawan
R3070344,S0062,11,Babarmahal Stop East
R3070344,S0127,11,Shantinagar Stop
R3070344,S0034,12,Buddhanagar Stop
R3070344,S0017,12,Tinkune Stop
R3070344,S0107,13,Koteshwor Stop
R3070344,S0074,14,नयाँ बानेश्वर
R3070344,S0159,14,Jadibuti
R3070344,S0114,15,Baneshwor Bus Station
R3070344,S0022,15,Lokanthali North
R3070344,S0004,16,Kaushaltar
R3070344,S0203,19,Tinkune Subidhanagar
R3070344,S0215,22,Jadibuti Stop
R3070344,S0159,23,Jadibuti
R3071402,S0140,1,Gokarna Bus Stop
R3071402,S0125,2,Attarkhel
R3071402,S0436,3,Jorpati - Attarkhel Link
R3071402,S0135,4,Jorpati
R3071402,S0026,5,Boudha
R3071402,S0172,6,Hyatt Regency
R3071402,S0195,7,Chabahil चाबाहील
R3071402,S0134,8,Gopi Krishna Stop
R3071402,S0217,9,Sukedhara Stop
R3071402,S0118,10,Dhumbarahi
R3071402,S0109,11,Chapal Karkhana stop
R3071402,S0030,12,Chakrapath Stop-- South
R3071402,S0044,13,Narayan Gopal Chowk
R3071402,S0065,14,Basundhara
R3071402,S0187,15,Samakhusi Stop
R3071402,S0169,16,Gongabu Chowk
R3071402,S0174,17,Naya Bus Park
R3071402,S0113,18,Balaju
R3071402,S0212,19,Banasthali
R3071402,S0228,20,Dhungedhara
R3071402,S0162,21,Thulo Bharang Stop
R3071402,S0090,22,Sitapaila Stop
R3071402,S0130,23,Kalanki
R3071562,S0069,1,Naya Baneshwor Tampoo Station
R3071562,S0074,2,नयाँ बानेश्वर
R3071562,S0029,2,Minbhawan
R3071562,S0114,3,Baneshwor Bus Station
R3071562,S0127,3,Shantinagar Stop
R3071562,S0017,4,Tinkune Stop
R3071562,S0107,5,Koteshwor Stop
R3071562,S0220,6,Balkumari Bridge Stop
R3071562,S0203,7,Tinkune Subidhanagar
R3071562,S0182,8,B & B Hospital/KCM Stop
R3071562,S0024,9,Balkumari Stop
R3071562,S0194,10,Batuk Bhairav
R3071562,S0020,11,Gwarko Chowk Stop
R3071562,S0112,11,Lagankhel Stop
R3071562,S0223,12,Lalitpur Industrial Estate
R3071562,S0011,13,Satdobato Chowk Stop
R3071562,S0155,13,Patan Hospital
R3071562,S0219,14,Lagankhel
R3071562,S0213,14,Kumaripati
R3071562,S0103,15,Jawlakhel Stop
R3071562,S0142,17,UN Stop
R3071562,S0063,20,Kupondole stop
R3071562,S0175,21,Jawalakhel
R3071562,S0116,22,Damkal
R3071562,S0099,22,Babarmahal Stop West
R3071562,S0168,24,Jwagal
R3071562,S0185,26,Thapathali
R3071562,S0132,27,Maitighar Stop--South
R3071562,S0097,28,Maitighar
R3071562,S0028,29,Babarmahal
R3071562,S0034,31,Buddhanagar Stop
R3071562,S0062,32,Babarmahal Stop East
R3071562,S0034,33,Buddhanagar Stop
R3072924,S0232,1,Matatirtha Stop
R3072924,S0008,2,Sataungal
R3072924,S0054,3,Nikap
R3072924,S0130,4,Kalanki
R3072924,S0023,5,Kalimati
R3072924,S0056,6,Tripureshwor
R3072924,S0185,7,Thapathali
R3072924,S0132,8,Maitighar Stop--South
R3072924,S0102,9,New Plaza Stop
R3072924,S0036,10,Singha Durbar West Stop
R3072924,S0042,11,Kamaladi Road (कमलादी) stop
R3072924,S0094,12,Krishna Pauroti Stop
R3072924,S0005,13,Putalisadak Stop
R3072924,S0210,14,Ciy Center Stop
R3072924,S0206,15,Putalisadak chowk
R3072924,S0083,16,Gyaneshwor Chowk
R3072924,S0045,17,Ratopul
R3072924,S0204,18,Gaushala Chowk Stop
R3072924,S0052,19,JayaBageshwari Stop
R3072924,S0195,20,Chabahil चाबाहील
R3072924,S0134,21,Gopi Krishna Stop
R3072924,S0438,22,Gopi Krishna Stop - Ratopul Stop Link
R3072924,S0012,23,Ratopul Stop
R3072924,S0078,24,Saat Tale Chowk
R3072924,S0002,25,Kapan Stop
R3074202,S0002,1,Kapan Stop
R3074202,S0078,2,Saat Tale Chowk
R3074202,S0134,3,Gopi Krishna Stop
R3074202,S0195,4,Chabahil चाबाहील
R3074202,S0052,5,JayaBageshwari Stop
R3074202,S0204,6,Gaushala Chowk Stop
R3074202,S0222,7,Old Baneshwor
R3074202,S0035,8,Maiti Devi chowk
R3074202,S0055,9,Dillibazaar stop
R3074202,S0005,10,Putalisadak Stop
R3074202,S0031,10,Bagbazar Stop
R3074202,S0206,11,Putalisadak chowk
R3074202,S0013,11,Ratna Park
R3101629,S0219,1,Lagankhel
R3101629,S0194,2,Batuk Bhairav
R3101629,S0112,3,Lagankhel Stop
R3101629,S0223,4,Lalitpur Industrial Estate
R3101629,S0011,5,Satdobato Chowk Stop
R3101629,S0101,6,MAV School
R3101629,S0138,7,Khumaltar Stop
R3101629,S0432,8,Khumaltar Stop - Dhapakhel Stop Link 1
R3101629,S0433,9,Khumaltar Stop - Dhapakhel Stop Link 2
R3101629,S0032,10,Dhapakhel Stop
R3102120,S0112,1,Lagankhel Stop
R3102120,S0223,2,Lalitpur Industrial Estate
R3102120,S0020,3,Gwarko Chowk Stop
R3102120,S0104,5,Lubhu Bus Stop
R3102120,S0200,6,Lamatar
R3102124,S0100,1,RNAC stop
R3102124,S0171,2,Bir Hospital
R3102124,S0166,3,Kantipath
R3102124,S0152,4,Jamal
R3102124,S0193,5,Lainchour Chowk Bus Stop
R3102124,S0188,6,Gairidhara
R3102124,S0051,7,Tangal
R3102124,S0197,8,Police Headquarter Stop
R3102124,S0105,9,Bhatbhatini Stop
R3102124,S0093,10,Bishalnagar Stop
R3102124,S0439,11,Bishalnagar Stop - Chapal Karkhana stop Link
R3102124,S0109,12,Chapal Karkhana stop
R3102124,S0118,13,Dhumbarahi
R3102124,S0072,14,Mandikhatar Stop
R3102319,S0112,1,Lagankhel Stop
R3102319,S0223,2,Lalitpur Industrial Estate
R3102319,S0103,3,Jawlakhel Stop
R3102319,S0175,4,Jawalakhel
R3102319,S0214,4,Ekantakuna
R3102319,S0179,5,Khokana
R3102319,S0129,6,Bungmati
R3102319,S0037,8,Tika Bhairab
R3102605,S0211,1,Swayambhu Parikarma
R3102605,S0162,2,Thulo Bharang Stop
R3102605,S0228,3,Dhungedhara
R3102605,S0212,4,Banasthali
R3102605,S0113,5,Balaju
R3102605,S0174,6,Naya Bus Park
R3102605,S0169,7,Gongabu Chowk
R3102605,S0187,8,Samakhusi Stop
R3102605,S0065,9,Basundhara
R3102605,S0030,10,Chakrapath Stop-- South
R3102605,S0044,11,Narayan Gopal Chowk
R3102605,S0109,12,Chapal Karkhana stop
R3102605,S0118,13,Dhumbarahi
R3102605,S0217,14,Sukedhara Stop
R3102605,S0134,15,Gopi Krishna Stop
R3102605,S0195,16,Chabahil चाबाहील
R3102605,S0052,17,JayaBageshwari Stop
R3102605,S0204,18,Gaushala Chowk Stop
R3102605,S0071,19,पिङ्गलस्थान
R3102605,S0070,20,Airport Bus Station
R3102605,S0139,21,Sinamangal/Ring Road Stop सिनामंगल
R3102605,S0053,22,Gairigaun Stop
R3102605,S0107,23,Koteshwor Stop
R3102605,S0220,24,Balkumari Bridge Stop
R3102605,S0024,25,Balkumari Stop
R3102605,S0182,26,B & B Hospital/KCM Stop
R3102605,S0020,27,Gwarko Chowk Stop
R3102605,S0011,27,Satdobato Chowk Stop
R3102605,S0214,28,Ekantakuna
R3102605,S0189,29,Sanepa height
R3102605,S0106,31,Nakhu Stop
R3102605,S0230,33,Balkhu
R3102605,S0090,34,Sitapaila Stop
R3102605,S0233,34,Balkhu Stop
R3102605,S0064,35,Khasibazaar
R3102605,S0130,36,Kalanki
R3203278,S0139,1,Sinamangal/Ring Road Stop सिनामंगल
R3203278,S0070,2,Airport Bus Station
R3203278,S0347,3,Tilganga
R3203278,S0204,4,Gaushala Chowk Stop
R3203278,S0348,5,Battisputali
R3203278,S0126,6,Maitidevi Temple stop
R3203278,S0083,7,Gyaneshwor Chowk
R3203278,S0338,8,Kamalpokhari
R3203278,S0339,9,Hattisar
R3203278,S0341,10,Durbar Marg
R3203278,S0005,11,Putalisadak Stop
R3203278,S0013,11,Ratna Park
R3204165,S0021,1,Thimi
R3204165,S0323,2,Purano Thimi / Siddhikali Chowk
R3204165,S0147,3,Radhe Radhe
R3204165,S0022,4,Lokanthali North
R3204165,S0159,5,Jadibuti
R3204165,S0017,5,Tinkune Stop
R3204165,S0107,6,Koteshwor Stop
R3204165,S0097,7,Maitighar
R3204165,S0127,8,Shantinagar Stop
R3204165,S0031,8,Bagbazar Stop
R3204165,S0075,9,New Baneshwor West
R3204165,S0013,9,Ratna Park
R3211395,S0161,1,Bhaktapur Bus Park
R3211395,S0199,2,Byasi Stop
R3211395,S0089,3,Suryabinayek
R3211395,S0014,4,Sallaghari North
R3211395,S0202,5,Srijananagar
R3211395,S0325,6,Gatthaghar
R3211395,S0022,7,Lokanthali North
R3211395,S0159,8,Jadibuti
R3211395,S0107,9,Koteshwor Stop
R3211395,S0017,10,Tinkune Stop
R3211395,S0075,11,New Baneshwor West
R3211395,S0097,13,Maitighar
R3211395,S0088,14,Bhadrakali
R3211395,S0013,15,Ratna Park
R3213434,S0130,1,Kalanki
R3213434,S0211,2,Swayambhu Parikarma
R3213434,S0353,3,Sano Bharyang
R3213434,S0228,4,Dhungedhara
R3213434,S0212,5,Banasthali
R3213434,S0113,6,Balaju
R3213434,S0349,7,Macchapokhari
R3213434,S0174,8,Naya Bus Park
R3213434,S0187,9,Samakhusi Stop
R3213434,S0065,10,Basundhara
R3213434,S0336,11,Narayangopal Chowk
R3213434,S0354,12,Chappal Karkhana
R3213434,S0118,13,Dhumbarahi
R3213434,S0217,14,Sukedhara Stop
R3213434,S0355,15,Gopikrishna
R3213434,S0195,16,Chabahil चाबाहील
R3213434,S0204,17,Gaushala Chowk Stop
R3213434,S0070,18,Airport Bus Station
R3213434,S0139,19,Sinamangal/Ring Road Stop सिनामंगल
R3213434,S0053,20,Gairigaun Stop
R3213434,S0107,21,Koteshwor Stop
R3214592,S0107,1,Koteshwor Stop
R3214592,S0017,2,Tinkune Stop
R3214592,S0127,3,Shantinagar Stop
R3214592,S0029,4,Minbhawan
R3214592,S0075,5,New Baneshwor West
R3214592,S0028,6,Babarmahal
R3214592,S0056,6,Tripureshwor
R3214592,S0097,7,Maitighar
R3214592,S0276,7,Tek (Teku)
R3214592,S0185,8,Thapathali
R3214592,S0023,8,Kalimati
R3214592,S0271,9,Soalteemode West
R3214592,S0130,10,Kalanki
R3218289,S0135,1,Jorpati
R3218289,S0026,2,Boudha
R3218289,S0195,3,Chabahil चाबाहील
R3218289,S0204,4,Gaushala Chowk Stop
R3218289,S0139,5,Sinamangal/Ring Road Stop सिनामंगल
R3218289,S0017,7,Tinkune Stop
R3218289,S0075,7,New Baneshwor West
R3218289,S0028,8,Babarmahal
R3218289,S0097,8,Maitighar
R3218289,S0185,9,Thapathali
R3218289,S0063,10,Kupondole stop
R3218289,S0234,12,Pulchowk
R3218289,S0175,13,Jawalakhel
R3218289,S0214,14,Ekantakuna
R3229256,S0135,1,Jorpati
R3229256,S0026,2,Boudha
R3229256,S0195,3,Chabahil चाबाहील
R3229256,S0204,4,Gaushala Chowk Stop
R3229256,S0348,5,Battisputali
R3229256,S0126,6,Maitidevi Temple stop
R3229256,S0338,7,Kamalpokhari
R3229256,S0339,8,Hattisar
R3229256,S0005,9,Putalisadak Stop
R3229256,S0013,10,Ratna Park
R3229256,S0067,11,Shahid Gate
R3229256,S0056,11,Tripureshwor
R3229256,S0276,12,Tek (Teku)
R3229256,S0023,13,Kalimati
R3229256,S0271,14,Soalteemode West
R3229256,S0130,15,Kalanki
R3229256,S0291,16,Naikap Bus Stop
R3232098,S0336,1,Narayangopal Chowk
R3232098,S0124,2,Teaching Hospital stop
R3232098,S0082,3,Panipokhari stop
R3232098,S0437,4,Lazimpat stop - Panipokhari stop Link
R3232098,S0149,5,Lazimpat stop
R3232098,S0087,6,Lainchaur stop
R3232098,S0152,7,Jamal
R3232098,S0166,8,Kantipath
R3232098,S0067,9,Shahid Gate
R3232098,S0056,10,Tripureshwor
R3232098,S0185,11,Thapathali
R3232098,S0063,12,Kupondole stop
R3232098,S0234,13,Pulchowk
R3232098,S0175,14,Jawalakhel
R3232098,S0112,15,Lagankhel Stop
R3232098,S0194,16,Batuk Bhairav
R3232098,S0011,17,Satdobato Chowk Stop
R3236048,S0107,1,Koteshwor Stop
R3236048,S0053,2,Gairigaun Stop
R3236048,S0139,3,Sinamangal/Ring Road Stop सिनामंगल
R3236048,S0070,4,Airport Bus Station
R3236048,S0204,5,Gaushala Chowk Stop
R3236048,S0350,6,Jayabageshwori
R3236048,S0440,7,Jayabageshwori - Naxal Bhagwati Link
R3236048,S0123,8,Naxal Bhagwati
R3236048,S0351,9,Maligaun
R3236048,S0149,10,Lazimpat stop
R3236048,S0087,11,Lainchaur stop
R3236048,S0079,12,Sorhakhutte
R3236048,S0113,13,Balaju
R3236048,S0349,14,Macchapokhari
R3236048,S0174,15,Naya Bus Park
R3255302,S0089,1,Suryabinayek
R3255302,S0014,2,Sallaghari North
R3255302,S0325,3,Gatthaghar
R3255302,S0022,4,Lokanthali North
R3255302,S0107,5,Koteshwor Stop
R3255302,S0024,6,Balkumari Stop
R3255302,S0020,7,Gwarko Chowk Stop
R3255302,S0011,8,Satdobato Chowk Stop
R3255302,S0214,9,Ekantakuna
R3255302,S0230,10,Balkhu
R3255302,S0043,11,TU Gate
R3255302,S0358,12,Kirtipur Mod
R3255302,S0221,13,Naya Bazar
R3271482,S0112,1,Lagankhel Stop
R3271482,S0175,2,Jawalakhel
R3271482,S0234,3,Pulchowk
R3271482,S0063,4,Kupondole stop
R3271482,S0185,5,Thapathali
R3271482,S0097,5,Maitighar
R3271482,S0028,6,Babarmahal
R3271482,S0029,7,Minbhawan
R3271482,S0075,8,New Baneshwor West
R3271482,S0127,8,Shantinagar Stop
R3271482,S0017,9,Tinkune Stop
R3271482,S0107,10,Koteshwor Stop
R3277397,S0089,1,Suryabinayek
R3277397,S0014,2,Sallaghari North
R3277397,S0022,3,Lokanthali North
R3277397,S0107,4,Koteshwor Stop
R3277397,S0053,6,Gairigaun Stop
R3277397,S0139,7,Sinamangal/Ring Road Stop सिनामंगल
R3277397,S0070,8,Airport Bus Station
R3277397,S0204,9,Gaushala Chowk Stop
